ID: GO:0051598
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
6	26	SYN	PACHYTENE CHECKPOINT	achytene Checkpoint
347	367	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
1526	1546	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
4406	4426	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
4632	4652	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
4708	4728	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
5347	5367	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
5518	5538	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
6313	6333	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
30608	30628	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
31450	31470	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
34992	35012	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
35146	35166	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
38292	38312	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
38610	38630	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
38878	38898	SYN	PACHYTENE CHECKPOINT	achytene checkpoint
ID: GO:0000239
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
6	15	PREF	PACHYTENE	achytene
347	356	PREF	PACHYTENE	achytene
1526	1535	PREF	PACHYTENE	achytene
4201	4210	PREF	PACHYTENE	achytene
4406	4415	PREF	PACHYTENE	achytene
4632	4641	PREF	PACHYTENE	achytene
4708	4717	PREF	PACHYTENE	achytene
5347	5356	PREF	PACHYTENE	achytene
5518	5527	PREF	PACHYTENE	achytene
5769	5778	PREF	PACHYTENE	achytene
5877	5886	PREF	PACHYTENE	achytene
6313	6322	PREF	PACHYTENE	achytene
9007	9016	PREF	PACHYTENE	achytene
9050	9059	PREF	PACHYTENE	achytene
9514	9523	PREF	PACHYTENE	achytene
10834	10843	PREF	PACHYTENE	achytene
11004	11013	PREF	PACHYTENE	achytene
12279	12288	PREF	PACHYTENE	achytene
12371	12380	PREF	PACHYTENE	achytene
13519	13528	PREF	PACHYTENE	achytene
14205	14214	PREF	PACHYTENE	achytene
15798	15807	PREF	PACHYTENE	achytene
16551	16560	PREF	PACHYTENE	achytene
17559	17568	PREF	PACHYTENE	achytene
17901	17910	PREF	PACHYTENE	achytene
18189	18198	PREF	PACHYTENE	achytene
18251	18260	PREF	PACHYTENE	achytene
18382	18391	PREF	PACHYTENE	achytene
18744	18753	PREF	PACHYTENE	achytene
19115	19124	PREF	PACHYTENE	achytene
19248	19257	PREF	PACHYTENE	achytene
21023	21032	PREF	PACHYTENE	achytene
21843	21852	PREF	PACHYTENE	achytene
22671	22680	PREF	PACHYTENE	achytene
23765	23774	PREF	PACHYTENE	achytene
23848	23857	PREF	PACHYTENE	achytene
23967	23976	PREF	PACHYTENE	achytene
24321	24330	PREF	PACHYTENE	achytene
24970	24979	PREF	PACHYTENE	achytene
25908	25917	PREF	PACHYTENE	achytene
26341	26350	PREF	PACHYTENE	achytene
27206	27215	PREF	PACHYTENE	achytene
30608	30617	PREF	PACHYTENE	achytene
31450	31459	PREF	PACHYTENE	achytene
32579	32588	PREF	PACHYTENE	achytene
33967	33976	PREF	PACHYTENE	achytene
34992	35001	PREF	PACHYTENE	achytene
35146	35155	PREF	PACHYTENE	achytene
35370	35379	PREF	PACHYTENE	achytene
38007	38016	PREF	PACHYTENE	achytene
38292	38301	PREF	PACHYTENE	achytene
38610	38619	PREF	PACHYTENE	achytene
38878	38887	PREF	PACHYTENE	achytene
ID: GO:0007126
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
124	131	SYN	MEIOSIS	eiosis
514	521	SYN	MEIOSIS	eiosis
1436	1443	SYN	MEIOSIS	eiosis
1747	1754	SYN	MEIOSIS	eiosis
2555	2562	SYN	MEIOSIS	eiosis
4471	4478	SYN	MEIOSIS	eiosis
6017	6024	SYN	MEIOSIS	eiosis
6044	6051	SYN	MEIOSIS	eiosis
20181	20188	SYN	MEIOSIS	eiosis
28890	28897	SYN	MEIOSIS	eiosis
32447	32454	SYN	MEIOSIS	eiosis
33113	33120	SYN	MEIOSIS	eiosis
34205	34212	SYN	MEIOSIS	eiosis
34447	34454	SYN	MEIOSIS	eiosis
35822	35829	SYN	MEIOSIS	eiosis
36477	36484	SYN	MEIOSIS	eiosis
ID: GO:0051321
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
124	131	SYN	MEIOSIS	eiosis
514	521	SYN	MEIOSIS	eiosis
1436	1443	SYN	MEIOSIS	eiosis
1747	1754	SYN	MEIOSIS	eiosis
2555	2562	SYN	MEIOSIS	eiosis
4471	4478	SYN	MEIOSIS	eiosis
6017	6024	SYN	MEIOSIS	eiosis
6044	6051	SYN	MEIOSIS	eiosis
20181	20188	SYN	MEIOSIS	eiosis
28890	28897	SYN	MEIOSIS	eiosis
32447	32454	SYN	MEIOSIS	eiosis
33113	33120	SYN	MEIOSIS	eiosis
34205	34212	SYN	MEIOSIS	eiosis
34447	34454	SYN	MEIOSIS	eiosis
35822	35829	SYN	MEIOSIS	eiosis
36477	36484	SYN	MEIOSIS	eiosis
ID: GO:0005694
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
144	154	PREF	CHROMOSOME	hromosome
1797	1807	PREF	CHROMOSOME	hromosome
2015	2025	PREF	CHROMOSOME	hromosome
2135	2145	PREF	CHROMOSOME	hromosome
3082	3092	PREF	CHROMOSOME	hromosome
3747	3757	PREF	CHROMOSOME	hromosome
3784	3794	PREF	CHROMOSOME	hromosome
