ID: GO:0065007
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
159	169	SYN	REGULATION	egulation
2017	2027	SYN	REGULATION	egulation
20449	20459	SYN	REGULATION	egulation
ID: GO:0035825
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
216	240	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
1481	1505	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
2043	2067	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
2161	2185	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
3260	3284	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
21924	21948	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
28914	28938	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
29173	29197	PREF	HOMOLOGOUS RECOMBINATION	omologous recombination
ID: GO:0005623
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
5072	5076	PREF	CELL	ell
6706	6710	PREF	CELL	ell
11018	11022	PREF	CELL	ell
14300	14304	PREF	CELL	ell
14887	14891	PREF	CELL	ell
17358	17362	PREF	CELL	ell
19783	19787	PREF	CELL	ell
20355	20359	PREF	CELL	ell
21236	21240	PREF	CELL	ell
27706	27710	PREF	CELL	ell
27745	27749	PREF	CELL	ell
28483	28487	PREF	CELL	ell
ID: GO:0043848
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
6811	6814	SYN	CHO	HO
ID: GO:0007586
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
7719	7728	PREF	DIGESTION	igestion
9870	9879	PREF	DIGESTION	igestion
ID: GO:0003675
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
8949	8956	SYN	PROTEIN	rotein
13027	13034	SYN	PROTEIN	rotein
13104	13111	SYN	PROTEIN	rotein
19822	19829	SYN	PROTEIN	rotein
25413	25420	SYN	PROTEIN	rotein
ID: GO:0006280
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
9221	9232	SYN	MUTAGENESIS	utagenesis
ID: GO:0005574
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12152	12155	SYN	DNA	NA
12642	12645	SYN	DNA	NA
15012	15015	SYN	DNA	NA
15612	15615	SYN	DNA	NA
16060	16063	SYN	DNA	NA
16741	16744	SYN	DNA	NA
26206	26209	SYN	DNA	NA
26354	26357	SYN	DNA	NA
ID: GO:1990116
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
13097	13100	SYN	RAD	ad
ID: GO:0019815
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
15301	15309	SYN	ANTIBODY	ntibody
25231	25239	SYN	ANTIBODY	ntibody
ID: GO:0042571
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
15301	15309	SYN	ANTIBODY	ntibody
25231	25239	SYN	ANTIBODY	ntibody
ID: GO:0003823
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
15301	15309	SYN	ANTIBODY	ntibody
25231	25239	SYN	ANTIBODY	ntibody
ID: GO:0009792
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
16184	16197	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0009793
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
16184	16197	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0009790
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
16184	16197	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0032502
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
16391	16402	SYN	DEVELOPMENT	evelopment
16857	16868	SYN	DEVELOPMENT	evelopment
20532	20543	SYN	DEVELOPMENT	evelopment
ID: GO:1990277
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17490	17496	SYN	MATING	ating
17927	17933	SYN	MATING	ating
26256	26262	SYN	MATING	ating
ID: GO:0007618
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17490	17496	PREF	MATING	ating
17927	17933	PREF	MATING	ating
26256	26262	PREF	MATING	ating
ID: GO:0009291
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17490	17496	SYN	MATING	ating
17927	17933	SYN	MATING	ating
26256	26262	SYN	MATING	ating
ID: GO:0000747
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17490	17496	SYN	MATING	ating
17927	17933	SYN	MATING	ating
26256	26262	SYN	MATING	ating
ID: GO:1901987
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
20355	20373	SYN	CELL CYCLE CONTROL	ell cycle control
28483	28501	SYN	CELL CYCLE CONTROL	ell cycle control
ID: GO:0007049
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
20355	20365	PREF	CELL CYCLE	ell cycle
28483	28493	PREF	CELL CYCLE	ell cycle
ID: GO:0031672
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
24811	24817	PREF	A BAND	 band
