StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
447	454	GO:0003675	protein	PROTEIN	SYN
1080	1087	GO:0042603	capsule	CAPSULE	PREF
1143	1155	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
1548	1552	GO:0005623	cell	CELL	PREF
1553	1562	GO:0009058	formation	FORMATION	SYN
1626	1635	GO:0009058	formation	FORMATION	SYN
2751	2758	GO:0003675	protein	PROTEIN	SYN
2957	2964	GO:0005488	binding	BINDING	PREF
3237	3244	GO:0003675	protein	PROTEIN	SYN
3682	3689	GO:0003675	protein	PROTEIN	SYN
4038	4052	GO:0005884	actin filament	ACTIN FILAMENT	PREF
4053	4062	GO:0009058	formation	FORMATION	SYN
4291	4321	GO:0045098	type III intermediate filament	TYPE III INTERMEDIATE FILAMENT	PREF
4300	4321	GO:0005882	intermediate filament	INTERMEDIATE FILAMENT	PREF
4595	4598	GO:0022623	pan	PAN	SYN
4630	4641	GO:0032502	development	DEVELOPMENT	SYN
4711	4714	GO:0005574	DNA	DNA	SYN
4736	4739	GO:0043848	CHO	CHO	SYN
4801	4811	GO:0051325	interphase	INTERPHASE	PREF
4847	4854	GO:0003675	protein	PROTEIN	SYN
4862	4869	GO:0005634	nucleus	NUCLEUS	PREF
5175	5179	GO:0005623	cell	CELL	PREF
5205	5214	GO:0009058	formation	FORMATION	SYN
5668	5675	GO:0003675	protein	PROTEIN	SYN
5698	5730	GO:0036438	maintenance of lens transparency	MAINTENANCE OF LENS TRANSPARENCY	PREF
6224	6233	GO:0009058	formation	FORMATION	SYN
6304	6308	GO:0005623	cell	CELL	PREF
6590	6597	GO:0003675	protein	PROTEIN	SYN
7128	7132	GO:0005623	cell	CELL	PREF
7133	7142	GO:0009058	formation	FORMATION	SYN
7658	7664	GO:0007601	Vision	VISION	SYN
7734	7740	GO:0007601	Vision	VISION	SYN
12650	12657	GO:0042603	capsule	CAPSULE	PREF
12878	12890	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
13121	13125	GO:0005623	Cell	CELL	PREF
13236	13249	GO:0005576	extracellular	EXTRACELLULAR	SYN
13397	13409	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
13512	13524	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
13715	13722	GO:0042603	capsule	CAPSULE	PREF
13832	13839	GO:0005634	nucleus	NUCLEUS	PREF
14014	14021	GO:0005634	nucleus	NUCLEUS	PREF
14118	14125	GO:0042603	capsule	CAPSULE	PREF
14251	14263	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
14297	14304	GO:0005634	nucleus	NUCLEUS	PREF
14362	14369	GO:0042603	capsule	CAPSULE	PREF
14630	14638	GO:0016020	membrane	MEMBRANE	PREF
14696	14699	GO:0005574	DNA	DNA	SYN
15162	15170	GO:0016020	membrane	MEMBRANE	PREF
15228	15231	GO:0005574	DNA	DNA	SYN
15532	15539	GO:0005634	nucleus	NUCLEUS	PREF
17014	17026	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
17164	17172	GO:0016020	membrane	MEMBRANE	PREF
17433	17445	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
18156	18163	GO:0042603	capsule	CAPSULE	PREF
18417	18424	GO:0005634	nucleus	NUCLEUS	PREF
18532	18536	GO:0005623	cell	CELL	PREF
18934	18938	GO:0005623	cell	CELL	PREF
18977	18984	GO:0042603	capsule	CAPSULE	PREF
19033	19045	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
19100	19108	GO:0016020	membrane	MEMBRANE	PREF
19234	19241	GO:0042603	capsule	CAPSULE	PREF
19315	19322	GO:0005634	nucleus	NUCLEUS	PREF
19464	19471	GO:0042603	capsule	CAPSULE	PREF
19780	19787	GO:0042603	capsule	CAPSULE	PREF
20440	20444	GO:0005623	cell	CELL	PREF
20440	20452	GO:0009986	cell surface	CELL SURFACE	PREF
21093	21097	GO:0005623	cell	CELL	PREF
21093	21105	GO:0009986	cell surface	CELL SURFACE	PREF
21142	21149	GO:0005634	nucleus	NUCLEUS	PREF
21332	21339	GO:0042603	capsule	CAPSULE	PREF
21679	21686	GO:0042603	capsule	CAPSULE	PREF
22494	22501	GO:0003675	protein	PROTEIN	SYN
22524	22556	GO:0036438	maintenance of lens transparency	MAINTENANCE OF LENS TRANSPARENCY	PREF
23254	23261	GO:0003675	protein	PROTEIN	SYN
23492	23499	GO:0042603	capsule	CAPSULE	PREF
24001	24008	GO:0003675	protein	PROTEIN	SYN
24278	24284	GO:0040007	growth	GROWTH	PREF
24409	24413	GO:0005623	cell	CELL	PREF
24428	24435	GO:0005634	nucleus	NUCLEUS	PREF
24839	24846	GO:0042603	capsule	CAPSULE	PREF
25248	25255	GO:0042603	capsule	CAPSULE	PREF
25338	25342	GO:0005623	cell	CELL	PREF
25390	25394	GO:0005623	cell	CELL	PREF
25480	25484	GO:0005623	cell	CELL	PREF
25532	25539	GO:0042603	capsule	CAPSULE	PREF
26713	26725	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
27026	27038	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
27116	27128	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
27559	27571	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
27747	27759	GO:0005561	nucleic acid	NUCLEIC ACID	SYN
27956	27967	GO:0032502	development	DEVELOPMENT	SYN
28248	28254	GO:0040007	growth	GROWTH	PREF
28417	28421	GO:0005623	cell	CELL	PREF
28470	28474	GO:0005623	cell	CELL	PREF
28488	28492	GO:0005623	cell	CELL	PREF
28573	28577	GO:0005623	cell	CELL	PREF
28640	28644	GO:0005623	cell	CELL	PREF
28678	28687	GO:0009058	formation	FORMATION	SYN
28707	28711	GO:0005623	cell	CELL	PREF
28759	28763	GO:0005623	cell	CELL	PREF
28780	28784	GO:0005623	cell	CELL	PREF
29231	29235	GO:0005623	cell	CELL	PREF
29220	29251	GO:0030855	epithelial cell differentiation	EPITHELIAL CELL DIFFERENTIATION	PREF
