StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
687	690	GO:0005574	DNA	DNA	SYN
687	697	GO:0006281	DNA repair	DNA REPAIR	PREF
708	721	GO:0006351	transcription	TRANSCRIPTION	SYN
1116	1129	GO:0006351	transcription	TRANSCRIPTION	SYN
2026	2030	GO:0005623	cell	CELL	PREF
2969	2982	GO:0006351	transcription	TRANSCRIPTION	SYN
2983	2986	GO:0005574	DNA	DNA	SYN
2983	2993	GO:0006281	DNA repair	DNA REPAIR	PREF
3111	3124	GO:0006351	transcription	TRANSCRIPTION	SYN
3140	3143	GO:0005574	DNA	DNA	SYN
3194	3197	GO:0006289	NER	NER	SYN
3472	3484	GO:0043473	pigmentation	PIGMENTATION	PREF
3591	3597	GO:0040007	growth	GROWTH	PREF
3751	3757	GO:0040007	growth	GROWTH	PREF
4016	4029	GO:0006351	transcription	TRANSCRIPTION	SYN
4049	4053	GO:0005623	cell	CELL	PREF
5422	5428	GO:0007568	ageing	AGEING	SYN
5459	5462	GO:0005574	DNA	DNA	SYN
5459	5469	GO:0006281	DNA repair	DNA REPAIR	PREF
5977	5980	GO:0005562	RNA	RNA	SYN
6089	6096	GO:0003675	protein	PROTEIN	SYN
6554	6561	GO:0003675	protein	PROTEIN	SYN
6730	6743	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
6730	6743	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
6730	6743	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
7372	7375	GO:0004239	map	MAP	SYN
7830	7836	GO:0001524	globin	GLOBIN	SYN
7830	7836	GO:0005344	globin	GLOBIN	SYN
7952	7958	GO:0001524	globin	GLOBIN	SYN
7952	7958	GO:0005344	globin	GLOBIN	SYN
8310	8314	GO:0043863	HpaI	HPAI	SYN
8378	8381	GO:0005574	DNA	DNA	SYN
8445	8449	GO:0005623	cell	CELL	PREF
8888	8892	GO:0005623	cell	CELL	PREF
9057	9060	GO:0005562	RNA	RNA	SYN
9418	9421	GO:0005562	RNA	RNA	SYN
10437	10444	GO:0003675	protein	PROTEIN	SYN
10880	10890	GO:0042633	hair cycle	HAIR CYCLE	PREF
11050	11060	GO:0042633	hair cycle	HAIR CYCLE	PREF
13719	13725	GO:0007568	ageing	AGEING	SYN
14952	14958	GO:0007568	Ageing	AGEING	SYN
16415	16421	GO:0007568	ageing	AGEING	SYN
16894	16897	GO:0005574	DNA	DNA	SYN
16894	16907	GO:0071897	DNA synthesis	DNA SYNTHESIS	SYN
16898	16907	GO:0009058	synthesis	SYNTHESIS	SYN
16951	16954	GO:0005562	RNA	RNA	SYN
16955	16964	GO:0009058	synthesis	SYNTHESIS	SYN
16951	16964	GO:0032774	RNA synthesis	RNA SYNTHESIS	SYN
17033	17036	GO:0006289	NER	NER	SYN
17064	17067	GO:0006289	NER	NER	SYN
17050	17067	GO:0070911	global genome NER	GLOBAL GENOME NER	SYN
17072	17085	GO:0006351	transcription	TRANSCRIPTION	SYN
17094	17097	GO:0006289	NER	NER	SYN
17072	17097	GO:0006283	transcription-coupled NER	TRANSCRIPTION-COUPLED NER	SYN
17109	17112	GO:0006289	NER	NER	SYN
17160	17174	GO:0009411	response to UV	RESPONSE TO UV	PREF
