StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
15	24	GO:0023052	signaling	SIGNALING	PREF
91	95	GO:0005623	cell	CELL	PREF
96	105	GO:0097194	apoptosis	APOPTOSIS	SYN
96	105	GO:0006915	apoptosis	APOPTOSIS	SYN
447	456	GO:0023052	signaling	SIGNALING	PREF
502	506	GO:0005623	cell	CELL	PREF
489	518	GO:0014032	neural crest cell development	NEURAL CREST CELL DEVELOPMENT	PREF
502	518	GO:0048468	cell development	CELL DEVELOPMENT	PREF
507	518	GO:0032502	development	DEVELOPMENT	SYN
543	552	GO:0023052	signaling	SIGNALING	PREF
688	692	GO:0005623	cell	CELL	PREF
713	722	GO:0023052	signaling	SIGNALING	PREF
867	870	GO:0071173	sac	SAC	SYN
867	870	GO:0035003	sac	SAC	SYN
871	882	GO:0032502	development	DEVELOPMENT	SYN
1001	1005	GO:0005623	cell	CELL	PREF
988	1015	GO:0001755	neural crest cell migration	NEURAL CREST CELL MIGRATION	PREF
1001	1015	GO:0016477	cell migration	CELL MIGRATION	PREF
1187	1196	GO:0023052	signaling	SIGNALING	PREF
1238	1242	GO:0005623	cell	CELL	PREF
1303	1314	GO:0032502	development	DEVELOPMENT	SYN
1774	1778	GO:0005623	cell	CELL	PREF
1902	1911	GO:0009058	formation	FORMATION	SYN
1933	1937	GO:0005623	cell	CELL	PREF
2077	2080	GO:0071173	sac	SAC	SYN
2077	2080	GO:0035003	sac	SAC	SYN
2111	2117	GO:0030428	septum	SEPTUM	SYN
2168	2173	GO:0043198	trunk	TRUNK	SYN
2231	2242	GO:0032502	development	DEVELOPMENT	SYN
2482	2485	GO:0008959	PTA	PTA	SYN
3006	3010	GO:0005623	cell	CELL	PREF
3113	3116	GO:0008959	PTA	PTA	SYN
3162	3171	GO:0009058	formation	FORMATION	SYN
3256	3267	GO:0032502	development	DEVELOPMENT	SYN
3437	3446	GO:0000917	septation	SEPTATION	SYN
3521	3537	GO:0043235	receptor complex	RECEPTOR COMPLEX	PREF
3606	3612	GO:0005488	Ligand	LIGAND	SYN
3613	3620	GO:0005488	binding	BINDING	PREF
3630	3645	GO:0016310	phosphorylation	PHOSPHORYLATION	PREF
3754	3763	GO:0023052	signaling	SIGNALING	PREF
4074	4083	GO:0023052	signaling	SIGNALING	PREF
4141	4150	GO:0009058	formation	FORMATION	SYN
4387	4393	GO:0040007	growth	GROWTH	PREF
4449	4456	GO:0005160	Activin	ACTIVIN	SYN
4449	4456	GO:0016915	Activin	ACTIVIN	SYN
4579	4583	GO:0005623	cell	CELL	PREF
4721	4725	GO:0005623	cell	CELL	PREF
5006	5015	GO:0023052	signaling	SIGNALING	PREF
5338	5341	GO:0071173	sac	SAC	SYN
5338	5341	GO:0035003	sac	SAC	SYN
5407	5416	GO:0000917	septation	SEPTATION	SYN
5428	5431	GO:0008959	PTA	PTA	SYN
5550	5559	GO:0097194	apoptosis	APOPTOSIS	SYN
5550	5559	GO:0006915	apoptosis	APOPTOSIS	SYN
5739	5748	GO:0023052	signaling	SIGNALING	PREF
5775	5782	GO:0005488	binding	BINDING	PREF
5859	5870	GO:0032502	development	DEVELOPMENT	SYN
5848	5870	GO:0060465	pharyngeal development	PHARYNGEAL DEVELOPMENT	SYN
6582	6591	GO:0007565	gestation	GESTATION	SYN
6792	6801	GO:0023052	signaling	SIGNALING	PREF
6816	6827	GO:0032502	development	DEVELOPMENT	SYN
7025	7030	GO:0043198	trunk	TRUNK	SYN
7236	7241	GO:0043198	trunk	TRUNK	SYN
7874	7879	GO:0043198	trunk	TRUNK	SYN
7969	7974	GO:0043198	trunk	TRUNK	SYN
8207	8212	GO:0043198	trunk	TRUNK	SYN
8272	8275	GO:0008959	PTA	PTA	SYN
8532	8545	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
8618	8621	GO:0008959	PTA	PTA	SYN
8936	8941	GO:0043198	trunk	TRUNK	SYN
8980	8986	GO:0030428	septum	SEPTUM	SYN
9035	9041	GO:0030428	septum	SEPTUM	SYN
9260	9265	GO:0043198	trunk	TRUNK	SYN
9409	9412	GO:0008959	PTA	PTA	SYN
9507	9510	GO:0071173	sac	SAC	SYN
9507	9510	GO:0035003	sac	SAC	SYN
9556	9567	GO:0032502	development	DEVELOPMENT	SYN
9719	9728	GO:0023052	signaling	SIGNALING	PREF
11176	11181	GO:0043198	trunk	TRUNK	SYN
11242	11245	GO:0071173	sac	SAC	SYN
11242	11245	GO:0035003	sac	SAC	SYN
11511	11514	GO:1990295	PAA	PAA	SYN
11608	11611	GO:0071173	sac	SAC	SYN
11608	11611	GO:0035003	sac	SAC	SYN
11908	11911	GO:0071173	sac	SAC	SYN
11908	11911	GO:0035003	sac	SAC	SYN
12078	12081	GO:0071173	Sac	SAC	SYN
12078	12081	GO:0035003	Sac	SAC	SYN
12195	12198	GO:0071173	sac	SAC	SYN
12195	12198	GO:0035003	sac	SAC	SYN
12424	12427	GO:0071173	sac	SAC	SYN
12424	12427	GO:0035003	sac	SAC	SYN
13380	13383	GO:0071173	sac	SAC	SYN
13380	13383	GO:0035003	sac	SAC	SYN
14045	14067	GO:0015925	galactosidase activity	GALACTOSIDASE ACTIVITY	PREF
14075	14078	GO:0071173	sac	SAC	SYN
14075	14078	GO:0035003	sac	SAC	SYN
14256	14259	GO:0071173	sac	SAC	SYN
14256	14259	GO:0035003	sac	SAC	SYN
14386	14389	GO:0071173	sac	SAC	SYN
14386	14389	GO:0035003	sac	SAC	SYN
14497	14503	GO:0030428	septum	SEPTUM	SYN
14563	14572	GO:0000917	septation	SEPTATION	SYN
14600	14603	GO:0071173	sac	SAC	SYN
14600	14603	GO:0035003	sac	SAC	SYN
15090	15093	GO:0071173	sac	SAC	SYN
15090	15093	GO:0035003	sac	SAC	SYN
15188	15191	GO:0071173	sac	SAC	SYN
15188	15191	GO:0035003	sac	SAC	SYN
15234	15243	GO:0000917	septation	SEPTATION	SYN
15396	15401	GO:0043198	trunk	TRUNK	SYN
15645	15648	GO:0071173	sac	SAC	SYN
15645	15648	GO:0035003	sac	SAC	SYN
15723	15729	GO:0030428	septum	SEPTUM	SYN
15926	15929	GO:0071173	sac	SAC	SYN
15926	15929	GO:0035003	sac	SAC	SYN
16123	16126	GO:0008959	PTA	PTA	SYN
16194	16197	GO:0071173	sac	SAC	SYN
16194	16197	GO:0035003	sac	SAC	SYN
16594	16600	GO:0030428	septum	SEPTUM	SYN
16708	16717	GO:0000917	septation	SEPTATION	SYN
16778	16781	GO:0071173	sac	SAC	SYN
16778	16781	GO:0035003	sac	SAC	SYN
16944	16953	GO:0023052	signaling	SIGNALING	PREF
16983	16987	GO:0005623	cell	CELL	PREF
16969	17003	GO:0051145	smooth muscle cell differentiation	SMOOTH MUSCLE CELL DIFFERENTIATION	PREF
16976	17003	GO:0042692	muscle cell differentiation	MUSCLE CELL DIFFERENTIATION	PREF
16983	17003	GO:0030154	cell differentiation	CELL DIFFERENTIATION	PREF
17137	17140	GO:0071173	sac	SAC	SYN
17137	17140	GO:0035003	sac	SAC	SYN
17173	17182	GO:0009058	formation	FORMATION	SYN
17193	17199	GO:0030428	septum	SEPTUM	SYN
17664	17667	GO:0071173	sac	SAC	SYN
17664	17667	GO:0035003	sac	SAC	SYN
17685	17688	GO:0071173	sac	SAC	SYN
17685	17688	GO:0035003	sac	SAC	SYN
17795	17804	GO:0000917	septation	SEPTATION	SYN
18129	18132	GO:1990295	PAA	PAA	SYN
18145	18148	GO:0071173	sac	SAC	SYN
18145	18148	GO:0035003	sac	SAC	SYN
18199	18204	GO:0043198	trunk	TRUNK	SYN
