StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
291	298	GO:0003675	protein	PROTEIN	SYN
526	537	GO:0016791	phosphatase	PHOSPHATASE	SYN
738	745	GO:0003675	protein	PROTEIN	SYN
849	853	GO:0005623	cell	CELL	PREF
914	921	GO:0003675	protein	PROTEIN	SYN
961	968	GO:0003675	protein	PROTEIN	SYN
1104	1111	GO:0003675	protein	PROTEIN	SYN
2297	2308	GO:0006280	mutagenesis	MUTAGENESIS	SYN
2553	2564	GO:0032502	development	DEVELOPMENT	SYN
2600	2607	GO:0003675	protein	PROTEIN	SYN
2746	2757	GO:0016791	phosphatase	PHOSPHATASE	SYN
3004	3011	GO:0003675	protein	PROTEIN	SYN
3042	3049	GO:0003675	protein	PROTEIN	SYN
3293	3300	GO:0003675	protein	PROTEIN	SYN
3724	3728	GO:0005623	cell	CELL	PREF
3878	3893	GO:0016032	viral infection	VIRAL INFECTION	SYN
4314	4318	GO:0005623	cell	CELL	PREF
4399	4406	GO:0003675	Protein	PROTEIN	SYN
4446	4453	GO:0003675	Protein	PROTEIN	SYN
4772	4783	GO:0006412	translation	TRANSLATION	PREF
5058	5065	GO:0003675	protein	PROTEIN	SYN
5241	5248	GO:0003675	protein	PROTEIN	SYN
5515	5522	GO:0003675	protein	PROTEIN	SYN
5648	5655	GO:0003675	protein	PROTEIN	SYN
5693	5697	GO:0005623	cell	CELL	PREF
6323	6327	GO:0005623	cell	CELL	PREF
6419	6426	GO:0005819	spindle	SPINDLE	PREF
6683	6692	GO:0005737	cytoplasm	CYTOPLASM	PREF
7019	7031	GO:0051179	localization	LOCALIZATION	PREF
7899	7903	GO:0005623	cell	CELL	PREF
7958	7962	GO:0005623	cell	CELL	PREF
8103	8110	GO:0003675	protein	PROTEIN	SYN
8199	8206	GO:0003675	protein	PROTEIN	SYN
8355	8368	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
8355	8368	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
8355	8368	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
8556	8571	GO:0010467	gene expression	GENE EXPRESSION	PREF
10827	10831	GO:0005623	cell	CELL	PREF
11215	11219	GO:0005623	cell	CELL	PREF
11249	11253	GO:0005623	cell	CELL	PREF
12095	12098	GO:0047221	FPs	FPS	SYN
14161	14165	GO:0060417	yolk	YOLK	PREF
14166	14169	GO:0071173	sac	SAC	SYN
14166	14169	GO:0035003	sac	SAC	SYN
14223	14227	GO:0060417	yolk	YOLK	PREF
14228	14231	GO:0071173	sac	SAC	SYN
14228	14231	GO:0035003	sac	SAC	SYN
14359	14366	GO:0031430	midline	MIDLINE	SYN
16377	16381	GO:0005623	cell	CELL	PREF
18709	18712	GO:0004069	AAT	AAT	SYN
18755	18758	GO:0004069	AAT	AAT	SYN
18783	18786	GO:0005579	TCC	TCC	SYN
18826	18829	GO:0004069	AAT	AAT	SYN
18875	18878	GO:0004069	AAT	AAT	SYN
18960	18971	GO:0006412	translation	TRANSLATION	PREF
18960	18982	GO:0006413	translation initiation	TRANSLATION INITIATION	SYN
19022	19033	GO:0006412	translation	TRANSLATION	PREF
19424	19430	GO:0001524	globin	GLOBIN	SYN
19424	19430	GO:0005344	globin	GLOBIN	SYN
19910	19925	GO:0042493	drug resistance	DRUG RESISTANCE	SYN
19910	19925	GO:0009315	drug resistance	DRUG RESISTANCE	SYN
20419	20423	GO:0005623	cell	CELL	PREF
20693	20697	GO:0005623	cell	CELL	PREF
22069	22076	GO:0003675	protein	PROTEIN	SYN
22249	22252	GO:0005802	TgN	TGN	SYN
22297	22300	GO:0005802	TgN	TGN	SYN
