StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
137	144	GO:0005488	binding	BINDING	PREF
133	152	GO:0005645	Ran-binding protein	RAN-BINDING PROTEIN	SYN
133	152	GO:0008536	Ran-binding protein	RAN-BINDING PROTEIN	SYN
145	152	GO:0003675	protein	PROTEIN	SYN
204	211	GO:0003675	protein	PROTEIN	SYN
742	752	GO:0006096	glycolysis	GLYCOLYSIS	SYN
862	880	GO:0044183	chaperone activity	CHAPERONE ACTIVITY	SYN
862	880	GO:0006461	chaperone activity	CHAPERONE ACTIVITY	SYN
862	880	GO:0006457	chaperone activity	CHAPERONE ACTIVITY	SYN
862	880	GO:0003754	chaperone activity	CHAPERONE ACTIVITY	SYN
862	880	GO:0051082	chaperone activity	CHAPERONE ACTIVITY	SYN
862	880	GO:0051131	chaperone activity	CHAPERONE ACTIVITY	SYN
982	989	GO:0005829	cytosol	CYTOSOL	PREF
1102	1106	GO:0005623	cell	CELL	PREF
1596	1602	GO:0040007	growth	GROWTH	PREF
1613	1631	GO:0006007	glucose catabolism	GLUCOSE CATABOLISM	SYN
1621	1631	GO:0009056	catabolism	CATABOLISM	SYN
1654	1668	GO:0046323	glucose uptake	GLUCOSE UPTAKE	SYN
1662	1668	GO:0098657	uptake	UPTAKE	SYN
1673	1688	GO:0006094	gluconeogenesis	GLUCONEOGENESIS	PREF
1897	1915	GO:0006007	glucose catabolism	GLUCOSE CATABOLISM	SYN
1905	1915	GO:0009056	catabolism	CATABOLISM	SYN
1917	1935	GO:0097009	energy homeostasis	ENERGY HOMEOSTASIS	PREF
1924	1935	GO:0042592	homeostasis	HOMEOSTASIS	SYN
1964	1969	GO:0007568	aging	AGING	PREF
2020	2027	GO:0005488	binding	BINDING	PREF
2016	2035	GO:0005645	Ran-binding protein	RAN-BINDING PROTEIN	SYN
2016	2035	GO:0008536	Ran-binding protein	RAN-BINDING PROTEIN	SYN
2028	2035	GO:0003675	protein	PROTEIN	SYN
2058	2065	GO:0003675	protein	PROTEIN	SYN
2105	2112	GO:0003675	protein	PROTEIN	SYN
2251	2255	GO:0005623	Cell	CELL	PREF
2309	2313	GO:0005623	cell	CELL	PREF
2382	2389	GO:0003675	protein	PROTEIN	SYN
2426	2433	GO:0005829	cytosol	CYTOSOL	PREF
2490	2494	GO:0005623	cell	CELL	PREF
2490	2503	GO:0051301	cell division	CELL DIVISION	PREF
2966	2984	GO:0044183	chaperone activity	CHAPERONE ACTIVITY	SYN
2966	2984	GO:0006461	chaperone activity	CHAPERONE ACTIVITY	SYN
2966	2984	GO:0006457	chaperone activity	CHAPERONE ACTIVITY	SYN
2966	2984	GO:0003754	chaperone activity	CHAPERONE ACTIVITY	SYN
2966	2984	GO:0051082	chaperone activity	CHAPERONE ACTIVITY	SYN
2966	2984	GO:0051131	chaperone activity	CHAPERONE ACTIVITY	SYN
3140	3146	GO:0040007	growth	GROWTH	PREF
3157	3166	GO:0009056	breakdown	BREAKDOWN	SYN
3197	3207	GO:0065007	regulation	REGULATION	SYN
3489	3496	GO:0003675	protein	PROTEIN	SYN
3659	3666	GO:0003675	protein	PROTEIN	SYN
3689	3698	GO:0009058	formation	FORMATION	SYN
3706	3721	GO:0072686	mitotic spindle	MITOTIC SPINDLE	PREF
3714	3721	GO:0005819	spindle	SPINDLE	PREF
3739	3755	GO:0005635	nuclear envelope	NUCLEAR ENVELOPE	PREF
3747	3755	GO:0009274	envelope	ENVELOPE	SYN
3747	3755	GO:0031975	envelope	ENVELOPE	PREF
3788	3804	GO:0005635	nuclear envelope	NUCLEAR ENVELOPE	PREF
3796	3804	GO:0009274	envelope	ENVELOPE	SYN
3796	3804	GO:0031975	envelope	ENVELOPE	PREF
3805	3814	GO:0009056	breakdown	BREAKDOWN	SYN
3788	3814	GO:0051081	nuclear envelope breakdown	NUCLEAR ENVELOPE BREAKDOWN	SYN
3820	3831	GO:0000776	kinetochore	KINETOCHORE	PREF
3832	3841	GO:0009058	formation	FORMATION	SYN
3820	3841	GO:0051382	kinetochore formation	KINETOCHORE FORMATION	SYN
4009	4013	GO:0005623	cell	CELL	PREF
4102	4106	GO:0005623	cell	CELL	PREF
4190	4194	GO:0005623	cell	CELL	PREF
4244	4251	GO:0005488	binding	BINDING	PREF
4298	4312	GO:0051170	nuclear import	NUCLEAR IMPORT	PREF
4326	4334	GO:0005646	importin	IMPORTIN	SYN
4388	4402	GO:0051170	nuclear import	NUCLEAR IMPORT	PREF
4600	4607	GO:0003675	protein	PROTEIN	SYN
4641	4646	GO:0007602	opsin	OPSIN	SYN
4641	4646	GO:0016918	opsin	OPSIN	SYN
4641	4646	GO:0046876	opsin	OPSIN	SYN
4641	4646	GO:0009881	opsin	OPSIN	SYN
4641	4646	GO:0015053	opsin	OPSIN	SYN
4695	4700	GO:0007602	opsin	OPSIN	SYN
4695	4700	GO:0016918	opsin	OPSIN	SYN
4695	4700	GO:0046876	opsin	OPSIN	SYN
4695	4700	GO:0009881	opsin	OPSIN	SYN
4695	4700	GO:0015053	opsin	OPSIN	SYN
