StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
57	70	GO:0001739	Sex Chromatin	SEX CHROMATIN	PREF
61	70	GO:0000785	Chromatin	CHROMATIN	PREF
196	200	GO:0005623	cell	CELL	PREF
196	216	GO:0030154	cell differentiation	CELL DIFFERENTIATION	PREF
399	407	GO:0051324	prophase	PROPHASE	PREF
423	432	GO:0009058	formation	FORMATION	SYN
438	453	GO:0000792	heterochromatin	HETEROCHROMATIN	PREF
438	460	GO:1990343	heterochromatin domain	HETEROCHROMATIN DOMAIN	PREF
466	473	GO:0001741	XY body	XY BODY	PREF
479	486	GO:0001741	XY body	XY BODY	PREF
506	514	GO:0051324	prophase	PROPHASE	PREF
532	545	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
536	545	GO:0000785	chromatin	CHROMATIN	PREF
591	598	GO:0007126	meiosis	MEIOSIS	SYN
591	598	GO:0051321	meiosis	MEIOSIS	SYN
662	669	GO:0003675	protein	PROTEIN	SYN
788	795	GO:0001741	XY body	XY BODY	PREF
803	812	GO:0000239	pachytene	PACHYTENE	PREF
830	838	GO:0051324	prophase	PROPHASE	PREF
864	871	GO:0007126	meiosis	MEIOSIS	SYN
864	871	GO:0051321	meiosis	MEIOSIS	SYN
859	871	GO:0007140	male meiosis	MALE MEIOSIS	PREF
859	871	GO:0007140	male meiosis	MALE MEIOSIS	SYN
973	980	GO:0001741	XY body	XY BODY	PREF
998	1007	GO:0000785	chromatin	CHROMATIN	PREF
1053	1062	GO:0097194	apoptosis	APOPTOSIS	SYN
1053	1062	GO:0006915	apoptosis	APOPTOSIS	SYN
1182	1195	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
1186	1195	GO:0000785	chromatin	CHROMATIN	PREF
1244	1259	GO:0000792	heterochromatin	HETEROCHROMATIN	PREF
1260	1267	GO:0003675	protein	PROTEIN	SYN
1365	1377	GO:0051179	localization	LOCALIZATION	PREF
1394	1401	GO:0001741	XY body	XY BODY	PREF
1410	1423	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
1414	1423	GO:0000785	chromatin	CHROMATIN	PREF
1502	1515	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
1506	1515	GO:0000785	chromatin	CHROMATIN	PREF
1643	1657	GO:0000803	sex chromosome	SEX CHROMOSOME	PREF
1647	1657	GO:0005694	chromosome	CHROMOSOME	PREF
1647	1670	GO:0009048	chromosome inactivation	CHROMOSOME INACTIVATION	SYN
1686	1699	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
1690	1699	GO:0000785	chromatin	CHROMATIN	PREF
1838	1845	GO:0007126	meiosis	MEIOSIS	SYN
1838	1845	GO:0051321	meiosis	MEIOSIS	SYN
1853	1866	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
1857	1866	GO:0000785	chromatin	CHROMATIN	PREF
1977	1988	GO:0032502	development	DEVELOPMENT	SYN
2295	2299	GO:0005623	cell	CELL	PREF
2300	2311	GO:0032502	development	DEVELOPMENT	SYN
2290	2311	GO:0007281	germ cell development	GERM CELL DEVELOPMENT	PREF
2295	2311	GO:0048468	cell development	CELL DEVELOPMENT	PREF
2435	2442	GO:0001741	XY body	XY BODY	PREF
2463	2470	GO:0003675	protein	PROTEIN	SYN
2519	2526	GO:0001741	XY body	XY BODY	PREF
2534	2541	GO:0007126	meiosis	MEIOSIS	SYN
2534	2541	GO:0051321	meiosis	MEIOSIS	SYN
2599	2606	GO:0001741	XY body	XY BODY	PREF
2727	2736	GO:0000239	pachytene	PACHYTENE	PREF
2741	2750	GO:0000240	diplotene	DIPLOTENE	PREF
2761	2768	GO:0007126	meiosis	MEIOSIS	SYN
2761	2768	GO:0051321	meiosis	MEIOSIS	SYN
2992	3002	GO:0065007	regulation	REGULATION	SYN
3006	3019	GO:0001739	sex chromatin	SEX CHROMATIN	PREF
3010	3019	GO:0000785	chromatin	CHROMATIN	PREF
3160	3179	GO:0019953	sexual reproduction	SEXUAL REPRODUCTION	PREF
