ID: GO:0005488
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1194	1201	PREF	BINDING	inding
23568	23575	PREF	BINDING	inding
26742	26749	PREF	BINDING	inding
26835	26842	PREF	BINDING	inding
27934	27941	PREF	BINDING	inding
28124	28131	PREF	BINDING	inding
31170	31177	PREF	BINDING	inding
33852	33859	PREF	BINDING	inding
35386	35393	PREF	BINDING	inding
36628	36635	PREF	BINDING	inding
40908	40915	PREF	BINDING	inding
ID: GO:0004879
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1224	1248	SYN	NUCLEAR HORMONE RECEPTOR	uclear hormone receptor
31015	31039	SYN	NUCLEAR HORMONE RECEPTOR	uclear hormone receptor
32339	32363	SYN	NUCLEAR HORMONE RECEPTOR	uclear hormone receptor
36546	36570	SYN	NUCLEAR HORMONE RECEPTOR	uclear hormone receptor
ID: GO:0003675
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1312	1319	SYN	PROTEIN	rotein
1434	1441	SYN	PROTEIN	rotein
3066	3073	SYN	PROTEIN	rotein
8049	8056	SYN	PROTEIN	rotein
13527	13534	SYN	PROTEIN	rotein
21520	21527	SYN	PROTEIN	rotein
22730	22737	SYN	PROTEIN	rotein
22773	22780	SYN	PROTEIN	rotein
22827	22834	SYN	PROTEIN	rotein
23806	23813	SYN	PROTEIN	rotein
23853	23860	SYN	PROTEIN	rotein
25254	25261	SYN	PROTEIN	rotein
25281	25288	SYN	PROTEIN	rotein
28644	28651	SYN	PROTEIN	rotein
28664	28671	SYN	PROTEIN	rotein
28782	28789	SYN	PROTEIN	rotein
28884	28891	SYN	PROTEIN	rotein
28892	28899	SYN	PROTEIN	rotein
31178	31185	SYN	PROTEIN	rotein
31349	31356	SYN	PROTEIN	rotein
33405	33412	SYN	PROTEIN	rotein
33579	33586	SYN	PROTEIN	rotein
34620	34627	SYN	PROTEIN	rotein
34882	34889	SYN	PROTEIN	rotein
35096	35103	SYN	PROTEIN	rotein
35363	35370	SYN	PROTEIN	rotein
35413	35420	SYN	PROTEIN	rotein
36352	36359	SYN	PROTEIN	rotein
36636	36643	SYN	PROTEIN	rotein
36726	36733	SYN	PROTEIN	rotein
37111	37118	SYN	PROTEIN	rotein
37655	37662	SYN	PROTEIN	rotein
37825	37832	SYN	PROTEIN	rotein
37882	37889	SYN	PROTEIN	rotein
38070	38077	SYN	PROTEIN	rotein
38584	38591	SYN	PROTEIN	rotein
39338	39345	SYN	PROTEIN	rotein
39387	39394	SYN	PROTEIN	rotein
39928	39935	SYN	PROTEIN	rotein
40950	40957	SYN	PROTEIN	rotein
41257	41264	SYN	PROTEIN	rotein
41516	41523	SYN	PROTEIN	rotein
45776	45783	SYN	PROTEIN	rotein
46548	46555	SYN	PROTEIN	rotein
47472	47479	SYN	PROTEIN	rotein
48914	48921	SYN	PROTEIN	rotein
49117	49124	SYN	PROTEIN	rotein
49626	49633	SYN	PROTEIN	rotein
ID: GO:0072686
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1349	1364	PREF	MITOTIC SPINDLE	itotic spindle
28935	28950	PREF	MITOTIC SPINDLE	itotic spindle
29574	29589	PREF	MITOTIC SPINDLE	itotic spindle
34311	34326	PREF	MITOTIC SPINDLE	itotic spindle
34742	34757	PREF	MITOTIC SPINDLE	itotic spindle
39071	39086	PREF	MITOTIC SPINDLE	itotic spindle
ID: GO:0005819
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1357	1364	PREF	SPINDLE	pindle
28943	28950	PREF	SPINDLE	pindle
29582	29589	PREF	SPINDLE	pindle
34319	34326	PREF	SPINDLE	pindle
34750	34757	PREF	SPINDLE	pindle
39079	39086	PREF	SPINDLE	pindle
ID: GO:0006412
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1434	1453	SYN	PROTEIN TRANSLATION	rotein translation
1442	1453	PREF	TRANSLATION	ranslation
34453	34464	PREF	TRANSLATION	ranslation
35492	35503	PREF	TRANSLATION	ranslation
39387	39406	SYN	PROTEIN TRANSLATION	rotein translation
39395	39406	PREF	TRANSLATION	ranslation
48969	48980	PREF	TRANSLATION	ranslation
ID: GO:0006396
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1455	1469	PREF	RNA PROCESSING	NA processing
27095	27109	PREF	RNA PROCESSING	NA processing
34434	34448	PREF	RNA PROCESSING	NA processing
39408	39422	PREF	RNA PROCESSING	NA processing
40705	40719	PREF	RNA PROCESSING	NA processing
ID: GO:0005562
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1455	1458	SYN	RNA	NA
9571	9574	SYN	RNA	NA
12255	12258	SYN	RNA	NA
27095	27098	SYN	RNA	NA
27236	27239	SYN	RNA	NA
27648	27651	SYN	RNA	NA
31166	31169	SYN	RNA	NA
32173	32176	SYN	RNA	NA
34434	34437	SYN	RNA	NA
35908	35911	SYN	RNA	NA
39408	39411	SYN	RNA	NA
40705	40708	SYN	RNA	NA
44115	44118	SYN	RNA	NA
44282	44285	SYN	RNA	NA
ID: GO:0006351
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1474	1487	SYN	TRANSCRIPTION	ranscription
1733	1746	SYN	TRANSCRIPTION	ranscription
30959	30972	SYN	TRANSCRIPTION	ranscription
