StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29	38	GO:0023052	signaling	SIGNALING	PREF
179	192	GO:0006351	transcription	TRANSCRIPTION	SYN
179	199	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
179	207	GO:0005667	transcription factor complex	TRANSCRIPTION FACTOR COMPLEX	PREF
225	234	GO:0023052	signaling	SIGNALING	PREF
305	314	GO:0023052	signaling	SIGNALING	PREF
318	336	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
325	336	GO:0032502	development	DEVELOPMENT	SYN
496	499	GO:0050175	PHD	PHD	SYN
671	677	GO:0040007	growth	GROWTH	PREF
699	717	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
706	717	GO:0032502	development	DEVELOPMENT	SYN
1005	1014	GO:0023052	signaling	SIGNALING	PREF
1257	1261	GO:0005623	cell	CELL	PREF
1415	1438	GO:0001763	Branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
1425	1438	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
1686	1695	GO:0009058	formation	FORMATION	SYN
1882	1900	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
1889	1900	GO:0032502	development	DEVELOPMENT	SYN
1963	1986	GO:0001763	branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
1973	1986	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
2014	2032	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
2021	2032	GO:0032502	development	DEVELOPMENT	SYN
2311	2320	GO:0023052	signaling	SIGNALING	PREF
2451	2460	GO:0023052	signaling	SIGNALING	PREF
2508	2526	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
2515	2526	GO:0032502	development	DEVELOPMENT	SYN
2616	2629	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
2616	2629	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
2820	2833	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
2820	2833	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
2951	2955	GO:0005623	cell	CELL	PREF
3107	3116	GO:0009058	formation	FORMATION	SYN
3390	3399	GO:0023052	signaling	SIGNALING	PREF
3529	3538	GO:0023052	signaling	SIGNALING	PREF
3595	3604	GO:0009058	formation	FORMATION	SYN
3700	3707	GO:0005634	nucleus	NUCLEUS	PREF
3931	3934	GO:0050175	PHD	PHD	SYN
4031	4043	GO:0051179	localization	LOCALIZATION	PREF
4315	4324	GO:0023052	signaling	SIGNALING	PREF
4343	4354	GO:0032502	development	DEVELOPMENT	SYN
4640	4649	GO:0023052	signaling	SIGNALING	PREF
4657	4675	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
4664	4675	GO:0032502	development	DEVELOPMENT	SYN
4778	4787	GO:0023052	signaling	SIGNALING	PREF
4838	4849	GO:0032502	Development	DEVELOPMENT	SYN
5029	5052	GO:0001763	branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
5039	5052	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
5184	5193	GO:0009058	formation	FORMATION	SYN
5380	5389	GO:0023052	signaling	SIGNALING	PREF
5610	5613	GO:0050175	PHD	PHD	SYN
6048	6051	GO:0050175	PHD	PHD	SYN
6094	6103	GO:0023052	signaling	SIGNALING	PREF
6302	6311	GO:0023052	signaling	SIGNALING	PREF
6362	6373	GO:0032502	development	DEVELOPMENT	SYN
6746	6755	GO:0023052	signaling	SIGNALING	PREF
6794	6800	GO:0040007	growth	GROWTH	PREF
7209	7220	GO:0032502	development	DEVELOPMENT	SYN
7298	7309	GO:0032502	development	DEVELOPMENT	SYN
8325	8337	GO:0051179	localization	LOCALIZATION	PREF
8875	8882	GO:0005634	nucleus	NUCLEUS	PREF
9043	9047	GO:0005623	cell	CELL	PREF
9156	9164	GO:0008014	cadherin	CADHERIN	SYN
9165	9173	GO:0019815	antibody	ANTIBODY	SYN
9165	9173	GO:0042571	antibody	ANTIBODY	SYN
9165	9173	GO:0003823	antibody	ANTIBODY	SYN
9369	9382	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
9369	9382	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
9465	9476	GO:0032502	development	DEVELOPMENT	SYN
9661	9669	GO:0019815	antibody	ANTIBODY	SYN
9661	9669	GO:0042571	antibody	ANTIBODY	SYN
9661	9669	GO:0003823	antibody	ANTIBODY	SYN
9756	9764	GO:0008014	cadherin	CADHERIN	SYN
9931	9937	GO:0005530	lectin	LECTIN	SYN
10351	10357	GO:0005530	lectin	LECTIN	SYN
11070	11083	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
11070	11083	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
11256	11269	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
11256	11269	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
13141	13150	GO:0023052	signaling	SIGNALING	PREF
13225	13234	GO:0023052	signaling	SIGNALING	PREF
13275	13284	GO:0023052	signaling	SIGNALING	PREF
13396	13405	GO:0023052	signaling	SIGNALING	PREF
13606	13615	GO:0023052	signaling	SIGNALING	PREF
13713	13722	GO:0023052	signaling	SIGNALING	PREF
13796	13805	GO:0023052	signaling	SIGNALING	PREF
13919	13928	GO:0023052	signaling	SIGNALING	PREF
14039	14046	GO:0031982	vesicle	VESICLE	PREF
14309	14316	GO:0031982	vesicle	VESICLE	PREF
14601	14610	GO:0023052	signaling	SIGNALING	PREF
15068	15077	GO:0023052	signaling	SIGNALING	PREF
16349	16376	GO:0004565	beta-galactosidase activity	BETA-GALACTOSIDASE ACTIVITY	PREF
16354	16376	GO:0015925	galactosidase activity	GALACTOSIDASE ACTIVITY	PREF
18100	18109	GO:0023052	signaling	SIGNALING	PREF
18559	18568	GO:0023052	signaling	SIGNALING	PREF
19388	19397	GO:0023052	signaling	SIGNALING	PREF
20084	20093	GO:0023052	signaling	SIGNALING	PREF
20709	20718	GO:0023052	signaling	SIGNALING	PREF
21115	21124	GO:0023052	signaling	SIGNALING	PREF
21132	21143	GO:0032502	development	DEVELOPMENT	SYN
22084	22093	GO:0023052	signaling	SIGNALING	PREF
22207	22216	GO:0023052	signaling	SIGNALING	PREF
22331	22340	GO:0023052	signaling	SIGNALING	PREF
22378	22391	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
22378	22391	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
22510	22519	GO:0023052	signaling	SIGNALING	PREF
22677	22686	GO:0023052	signaling	SIGNALING	PREF
22751	22764	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
22751	22764	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
