ID: GO:0040007
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
25	31	PREF	GROWTH	rowth
105	111	PREF	GROWTH	rowth
193	199	PREF	GROWTH	rowth
821	827	PREF	GROWTH	rowth
1159	1165	PREF	GROWTH	rowth
1573	1579	PREF	GROWTH	rowth
1878	1884	PREF	GROWTH	rowth
2101	2107	PREF	GROWTH	rowth
3528	3534	PREF	GROWTH	rowth
4480	4486	PREF	GROWTH	rowth
4582	4588	PREF	GROWTH	rowth
4935	4941	PREF	GROWTH	rowth
7374	7380	PREF	GROWTH	rowth
8416	8422	PREF	GROWTH	rowth
8609	8615	PREF	GROWTH	rowth
8745	8751	PREF	GROWTH	rowth
8996	9002	PREF	GROWTH	rowth
9719	9725	PREF	GROWTH	rowth
9988	9994	PREF	GROWTH	rowth
11263	11269	PREF	GROWTH	rowth
11631	11637	PREF	GROWTH	rowth
11817	11823	PREF	GROWTH	rowth
14555	14561	PREF	GROWTH	rowth
15148	15154	PREF	GROWTH	rowth
17439	17445	PREF	GROWTH	rowth
17555	17561	PREF	GROWTH	rowth
17999	18005	PREF	GROWTH	rowth
20155	20161	PREF	GROWTH	rowth
22949	22955	PREF	GROWTH	rowth
24164	24170	PREF	GROWTH	rowth
25134	25140	PREF	GROWTH	rowth
25613	25619	PREF	GROWTH	rowth
25922	25928	PREF	GROWTH	rowth
26199	26205	PREF	GROWTH	rowth
26500	26506	PREF	GROWTH	rowth
27298	27304	PREF	GROWTH	rowth
27854	27860	PREF	GROWTH	rowth
27965	27971	PREF	GROWTH	rowth
29844	29850	PREF	GROWTH	rowth
30866	30872	PREF	GROWTH	rowth
33350	33356	PREF	GROWTH	rowth
33739	33745	PREF	GROWTH	rowth
46437	46443	PREF	GROWTH	rowth
47486	47492	PREF	GROWTH	rowth
48719	48725	PREF	GROWTH	rowth
49010	49016	PREF	GROWTH	rowth
49093	49099	PREF	GROWTH	rowth
49429	49435	PREF	GROWTH	rowth
50070	50076	PREF	GROWTH	rowth
52153	52159	PREF	GROWTH	rowth
ID: GO:0004239
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2287	2290	SYN	MAP	ap
2746	2749	SYN	MAP	ap
43022	43025	SYN	MAP	ap
ID: GO:0023052
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3731	3740	PREF	SIGNALING	ignaling
4728	4737	PREF	SIGNALING	ignaling
6199	6208	PREF	SIGNALING	ignaling
21168	21177	PREF	SIGNALING	ignaling
29779	29788	PREF	SIGNALING	ignaling
32732	32741	PREF	SIGNALING	ignaling
43007	43016	PREF	SIGNALING	ignaling
49449	49458	PREF	SIGNALING	ignaling
49516	49525	PREF	SIGNALING	ignaling
ID: GO:0005131
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4582	4596	SYN	GROWTH HORMONE	rowth hormone
49429	49443	SYN	GROWTH HORMONE	rowth hormone
ID: GO:0007165
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4728	4745	SYN	SIGNALING PATHWAY	ignaling pathway
29779	29796	SYN	SIGNALING PATHWAY	ignaling pathway
49449	49466	SYN	SIGNALING PATHWAY	ignaling pathway
ID: GO:0098687
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
5833	5851	PREF	CHROMOSOMAL REGION	hromosomal region
ID: GO:0033736
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
14474	14477	SYN	LOD	OD
37492	37495	SYN	LOD	OD
50142	50145	SYN	LOD	OD
50428	50431	SYN	LOD	OD
ID: GO:0003675
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17117	17124	SYN	PROTEIN	rotein
22375	22382	SYN	PROTEIN	rotein
22503	22510	SYN	PROTEIN	rotein
22683	22690	SYN	PROTEIN	rotein
30323	30330	SYN	PROTEIN	rotein
32273	32280	SYN	PROTEIN	rotein
32787	32794	SYN	PROTEIN	rotein
40510	40517	SYN	PROTEIN	rotein
41866	41873	SYN	PROTEIN	rotein
53429	53436	SYN	PROTEIN	rotein
53445	53452	SYN	PROTEIN	rotein
53789	53796	SYN	PROTEIN	rotein
ID: GO:0032502
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
23035	23046	SYN	DEVELOPMENT	evelopment
31926	31937	SYN	DEVELOPMENT	evelopment
33410	33421	SYN	DEVELOPMENT	evelopment
35395	35406	SYN	DEVELOPMENT	evelopment
37061	37072	SYN	DEVELOPMENT	evelopment
38782	38793	SYN	DEVELOPMENT	evelopment
50928	50939	SYN	DEVELOPMENT	evelopment
ID: GO:0005694
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26009	26019	PREF	CHROMOSOME	hromosome
50130	50140	PREF	CHROMOSOME	hromosome
53816	53826	PREF	CHROMOSOME	hromosome
ID: GO:0019915
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26734	26747	PREF	LIPID STORAGE	ipid storage
ID: GO:0051235
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26740	26747	SYN	STORAGE	torage
ID: GO:0040008
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
27840	27860	PREF	REGULATION OF GROWTH	egulation of growth
ID: GO:0065007
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
27840	27850	SYN	REGULATION	egulation
ID: GO:0006351
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
28327	28340	SYN	TRANSCRIPTION	ranscription
30537	30550	SYN	TRANSCRIPTION	ranscription
ID: GO:0016088
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29214	29221	SYN	INSULIN	nsulin
31179	31186	SYN	INSULIN	nsulin
ID: GO:0035556
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29765	29796	SYN	INTRACELLULAR SIGNALING PATHWAY	ntracellular signaling pathway
ID: GO:0005622
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29765	29778	PREF	INTRACELLULAR	ntracellular
ID: GO:0046903
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
30013	30022	PREF	SECRETION	ecretion
31187	31196	PREF	SECRETION	ecretion
ID: GO:0010467
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
30038	30053	PREF	GENE EXPRESSION	ene expression
30604	30619	PREF	GENE EXPRESSION	ene expression
31630	31645	PREF	GENE EXPRESSION	ene expression
31941	31956	PREF	GENE EXPRESSION	ene expression
ID: GO:0000982
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
30537	30557	SYN	TRANSCRIPTION FACTOR	ranscription factor
ID: GO:0005623
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
31123	31127	PREF	CELL	ell
ID: GO:0030073
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
31179	31196	PREF	INSULIN SECRETION	nsulin secretion
ID: GO:0042593
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
31201	31220	PREF	GLUCOSE HOMEOSTASIS	lucose homeostasis
ID: GO:0042592
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
31209	31220	SYN	HOMEOSTASIS	omeostasis
ID: GO:0005574
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
31776	31779	SYN	DNA	NA
44441	44444	SYN	DNA	NA
44960	44963	SYN	DNA	NA
ID: GO:0009056
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
32706	32717	SYN	DEGRADATION	egradation
ID: GO:0016567
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
32787	32809	PREF	PROTEIN UBIQUITINATION	rotein ubiquitination
ID: GO:0004175
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
34500	34510	SYN	PROTEINASE	roteinase
ID: GO:0007586
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
34647	34656	PREF	DIGESTION	igestion
ID: GO:1990277
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36889	36895	SYN	MATING	ating
38610	38616	SYN	MATING	ating
39709	39715	SYN	MATING	ating
ID: GO:0007618
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36889	36895	PREF	MATING	ating
38610	38616	PREF	MATING	ating
39709	39715	PREF	MATING	ating
ID: GO:0009291
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36889	36895	SYN	MATING	ating
38610	38616	SYN	MATING	ating
39709	39715	SYN	MATING	ating
ID: GO:0000747
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36889	36895	SYN	MATING	ating
38610	38616	SYN	MATING	ating
39709	39715	SYN	MATING	ating
ID: GO:0005562
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
43504	43507	SYN	RNA	NA
43646	43649	SYN	RNA	NA
