StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1474	1481	GO:0005488	binding	BINDING	PREF
1724	1727	GO:0004294	TPP	TPP	SYN
1922	1925	GO:0004294	TPP	TPP	SYN
2850	2855	GO:0030315	triad	TRIAD	SYN
2857	2860	GO:0005790	Ser	SER	SYN
6956	6959	GO:0004294	TPP	TPP	SYN
8033	8036	GO:0004294	TPP	TPP	SYN
8267	8272	GO:0030315	triad	TRIAD	SYN
8359	8362	GO:0004294	TPP	TPP	SYN
9010	9017	GO:0003675	protein	PROTEIN	SYN
9077	9085	GO:0016020	membrane	MEMBRANE	PREF
9197	9210	GO:0016021	transmembrane	TRANSMEMBRANE	SYN
9197	9210	GO:0044214	transmembrane	TRANSMEMBRANE	SYN
9300	9307	GO:0005625	soluble	SOLUBLE	SYN
11074	11081	GO:0003675	protein	PROTEIN	SYN
11456	11462	GO:0048788	Ribbon	RIBBON	SYN
11562	11566	GO:0019013	core	CORE	SYN
11847	11854	GO:0005488	binding	BINDING	PREF
11990	11997	GO:0005488	binding	BINDING	PREF
14930	14937	GO:0003675	protein	PROTEIN	SYN
14991	14998	GO:0003675	protein	PROTEIN	SYN
16068	16089	GO:0034701	tripeptidase activity	TRIPEPTIDASE ACTIVITY	PREF
16605	16612	GO:0003675	protein	PROTEIN	SYN
18061	18072	GO:0032502	development	DEVELOPMENT	SYN
18510	18517	GO:0051235	storage	STORAGE	SYN
18536	18540	GO:0005623	cell	CELL	PREF
18668	18680	GO:0016467	ATP synthase	ATP SYNTHASE	SYN
18668	18680	GO:0016468	ATP synthase	ATP SYNTHASE	SYN
18687	18694	GO:0003675	protein	PROTEIN	SYN
19338	19345	GO:0005488	binding	BINDING	PREF
19379	19386	GO:0005488	binding	BINDING	PREF
19923	19930	GO:0005488	binding	BINDING	PREF
20133	20141	GO:0005202	collagen	COLLAGEN	SYN
20346	20353	GO:0003675	protein	PROTEIN	SYN
20437	20445	GO:0005202	collagen	COLLAGEN	SYN
20487	20495	GO:0005202	collagen	COLLAGEN	SYN
20521	20528	GO:0005488	binding	BINDING	PREF
20629	20649	GO:0008133	collagenase activity	COLLAGENASE ACTIVITY	SYN
20666	20674	GO:0005202	collagen	COLLAGEN	SYN
21581	21588	GO:0005488	binding	BINDING	PREF
22278	22282	GO:0019013	core	CORE	SYN
22489	22496	GO:0003675	Protein	PROTEIN	SYN
23407	23411	GO:0019013	core	CORE	SYN
23833	23837	GO:0019013	core	CORE	SYN
24104	24111	GO:0003675	protein	PROTEIN	SYN
24496	24500	GO:0019013	core	CORE	SYN
24524	24531	GO:0003675	protein	PROTEIN	SYN
25062	25069	GO:0003675	protein	PROTEIN	SYN
